ax(m/s);ay(m/s);az(m/s);accRMS(m/s);time(s)
-0.1078;-0.4000;9.8603;9.8690;25.4961
-0.1042;-0.4000;9.8579;9.8666;25.5017
-0.1078;-0.4024;9.8591;9.8679;25.5075
-0.1066;-0.3988;9.8567;9.8653;25.5131
-0.1054;-0.3952;9.8603;9.8688;25.5188
-0.1054;-0.3964;9.8663;9.8748;25.5245
-0.1066;-0.3916;9.8663;9.8746;25.5301
-0.1006;-0.3916;9.8603;9.8686;25.5357
-0.1018;-0.3904;9.8651;9.8733;25.5413
-0.0982;-0.3952;9.8651;9.8735;25.5468
-0.0970;-0.3952;9.8567;9.8651;25.5524
-0.0958;-0.3988;9.8483;9.8569;25.5579
-0.0982;-0.3976;9.8447;9.8532;25.5635
-0.0982;-0.3976;9.8483;9.8568;25.5691
-0.0958;-0.4000;9.8543;9.8629;25.5746
-0.0946;-0.4000;9.8579;9.8665;25.5802
-0.0910;-0.4012;9.8543;9.8629;25.5857
-0.0922;-0.4000;9.8447;9.8533;25.5914
-0.0934;-0.3964;9.8387;9.8472;25.5971
-0.0934;-0.4000;9.8363;9.8449;25.6027
-0.0946;-0.4012;9.8363;9.8450;25.6085
-0.0958;-0.4012;9.8351;9.8438;25.6141
-0.0970;-0.3964;9.8375;9.8460;25.6197
-0.1018;-0.3976;9.8411;9.8497;25.6253
-0.1054;-0.4036;9.8459;9.8548;25.6308
-0.1030;-0.4060;9.8471;9.8560;25.6363
-0.1054;-0.4048;9.8447;9.8536;25.6418
-0.1078;-0.4000;9.8471;9.8558;25.6473
-0.1054;-0.3976;9.8483;9.8569;25.6529
-0.1090;-0.3976;9.8507;9.8593;25.6585
-0.1114;-0.3916;9.8543;9.8627;25.6640
-0.1078;-0.3952;9.8543;9.8628;25.6696
-0.1078;-0.3952;9.8567;9.8652;25.6751
-0.1126;-0.3964;9.8531;9.8617;25.6807
-0.1126;-0.4024;9.8495;9.8584;25.6862
-0.1090;-0.4036;9.8495;9.8584;25.6919
-0.1066;-0.4012;9.8567;9.8654;25.6975
-0.1078;-0.4024;9.8531;9.8619;25.7031
-0.1042;-0.4024;9.8495;9.8583;25.7092
-0.1030;-0.4012;9.8447;9.8534;25.7152
-0.1030;-0.4036;9.8543;9.8631;25.7217
-0.1006;-0.4060;9.8555;9.8644;25.7273
-0.1006;-0.4072;9.8627;9.8716;25.7332
-0.1018;-0.4036;9.8615;9.8703;25.7404
-0.0994;-0.3988;9.8603;9.8689;25.7462
-0.1030;-0.4024;9.8603;9.8690;25.7522
-0.1054;-0.4048;9.8591;9.8680;25.7584
-0.1018;-0.4036;9.8639;9.8727;25.7642
-0.0970;-0.4024;9.8687;9.8774;25.7733
-0.0982;-0.3988;9.8663;9.8748;25.7807
-0.0970;-0.3988;9.8687;9.8772;25.7863
-0.0970;-0.3952;9.8663;9.8747;25.7926
-0.0946;-0.3964;9.8687;9.8771;25.7986
-0.0922;-0.3964;9.8687;9.8771;25.8048
-0.0970;-0.3940;9.8687;9.8770;25.8106
-0.0958;-0.3928;9.8603;9.8686;25.8166
-0.0994;-0.3892;9.8507;9.8589;25.8227
-0.0994;-0.3856;9.8519;9.8600;25.8284
-0.1018;-0.3868;9.8543;9.8624;25.8343
-0.1030;-0.3856;9.8567;9.8648;25.8402
-0.1030;-0.3880;9.8555;9.8637;25.8460
-0.1054;-0.3892;9.8507;9.8590;25.8521
-0.1054;-0.3928;9.8483;9.8567;25.8587
-0.1078;-0.3916;9.8459;9.8543;25.8649
-0.1066;-0.3940;9.8459;9.8544;25.8709
-0.1078;-0.3988;9.8507;9.8594;25.8774
-0.1054;-0.4000;9.8447;9.8534;25.8834
-0.1078;-0.3976;9.8459;9.8545;25.8890
-0.1102;-0.3988;9.8459;9.8546;25.8946
-0.1102;-0.4024;9.8435;9.8524;25.9011
-0.1090;-0.4000;9.8435;9.8523;25.9069
-0.1078;-0.4012;9.8483;9.8571;25.9127
-0.1054;-0.3988;9.8507;9.8593;25.9182
-0.1066;-0.4000;9.8639;9.8726;25.9244
-0.1126;-0.3940;9.8579;9.8664;25.9302
-0.1138;-0.3976;9.8567;9.8654;25.9357
-0.1150;-0.3988;9.8531;9.8618;25.9413
-0.1126;-0.4000;9.8519;9.8607;25.9468
-0.1090;-0.3988;9.8519;9.8606;25.9523
-0.1090;-0.3988;9.8495;9.8582;25.9583
-0.1114;-0.4012;9.8423;9.8511;25.9641
-0.1114;-0.3964;9.8459;9.8545;25.9697
-0.1114;-0.3892;9.8531;9.8614;25.9752
-0.1078;-0.3892;9.8555;9.8638;25.9808
-0.1030;-0.3904;9.8471;9.8554;25.9864
-0.1018;-0.3916;9.8483;9.8566;25.9923
-0.1018;-0.3916;9.8495;9.8578;25.9979
-0.1006;-0.3952;9.8579;9.8663;26.0035
-0.0946;-0.3928;9.8543;9.8626;26.0092
-0.0946;-0.3916;9.8543;9.8625;26.0148
-0.0958;-0.3916;9.8495;9.8578;26.0210
-0.0994;-0.3940;9.8507;9.8591;26.0268
-0.0994;-0.3952;9.8567;9.8651;26.0328
-0.0970;-0.3988;9.8579;9.8664;26.0392
-0.0982;-0.4000;9.8615;9.8701;26.0448
-0.0970;-0.3988;9.8543;9.8629;26.0507
-0.0934;-0.3952;9.8459;9.8543;26.0563
-0.0946;-0.3964;9.8447;9.8532;26.0624
-0.0946;-0.3964;9.8483;9.8567;26.0684
-0.0982;-0.3976;9.8507;9.8592;26.0744
-0.0994;-0.3988;9.8531;9.8617;26.0805
-0.1006;-0.3976;9.8555;9.8640;26.0865
-0.1054;-0.4000;9.8615;9.8702;26.0924
-0.1054;-0.4024;9.8591;9.8679;26.0984
-0.1018;-0.3940;9.8591;9.8675;26.1046
-0.1018;-0.3952;9.8591;9.8675;26.1123
-0.1042;-0.3940;9.8591;9.8675;26.1182
-0.1018;-0.3940;9.8567;9.8651;26.1242
-0.1054;-0.3976;9.8495;9.8581;26.1300
-0.1006;-0.4012;9.8543;9.8630;26.1359
-0.1006;-0.4036;9.8519;9.8607;26.1416
-0.1030;-0.4012;9.8543;9.8630;26.1475
-0.1090;-0.3988;9.8483;9.8570;26.1533
-0.1078;-0.3988;9.8447;9.8534;26.1594
-0.1066;-0.3928;9.8507;9.8591;26.1653
-0.1030;-0.3952;9.8507;9.8592;26.1709
-0.1054;-0.3976;9.8507;9.8593;26.1764
-0.1030;-0.3964;9.8543;9.8628;26.1822
-0.1030;-0.3976;9.8483;9.8569;26.1877
-0.1006;-0.3976;9.8447;9.8533;26.1933
-0.1066;-0.3964;9.8471;9.8557;26.1995
-0.1066;-0.4012;9.8459;9.8547;26.2056
-0.1090;-0.4024;9.8375;9.8464;26.2131
-0.1126;-0.4012;9.8423;9.8511;26.2191
-0.1138;-0.4036;9.8423;9.8513;26.2247
-0.1114;-0.4036;9.8387;9.8476;26.2307
-0.1090;-0.4024;9.8399;9.8488;26.2370
-0.1138;-0.4036;9.8423;9.8513;26.2431
-0.1138;-0.4012;9.8411;9.8500;26.2489
-0.1150;-0.4000;9.8399;9.8487;26.2548
-0.1198;-0.3976;9.8459;9.8547;26.2607
-0.1150;-0.4012;9.8399;9.8488;26.2662
-0.1150;-0.3976;9.8399;9.8486;26.2718
-0.1126;-0.4000;9.8471;9.8559;26.2773
-0.1126;-0.3976;9.8483;9.8570;26.2829
-0.1102;-0.4024;9.8471;9.8560;26.2888
-0.1138;-0.3976;9.8507;9.8594;26.2944
-0.1114;-0.3976;9.8543;9.8630;26.3000
-0.1090;-0.3940;9.8519;9.8604;26.3059
-0.1090;-0.3916;9.8531;9.8615;26.3117
-0.1126;-0.3916;9.8507;9.8591;26.3174
-0.1102;-0.3928;9.8411;9.8496;26.3255
-0.1078;-0.3928;9.8435;9.8520;26.3312
-0.1090;-0.3916;9.8459;9.8543;26.3367
-0.1114;-0.3904;9.8423;9.8507;26.3441
-0.1066;-0.3940;9.8459;9.8544;26.3517
-0.1090;-0.3976;9.8507;9.8593;26.3573
-0.1054;-0.3928;9.8519;9.8603;26.3629
-0.1078;-0.3904;9.8555;9.8638;26.3684
-0.1114;-0.3940;9.8591;9.8676;26.3739
-0.1126;-0.3964;9.8555;9.8641;26.3795
-0.1078;-0.3976;9.8543;9.8629;26.3852
-0.1066;-0.3976;9.8555;9.8641;26.3908
-0.1018;-0.4000;9.8567;9.8653;26.3969
-0.1042;-0.3964;9.8603;9.8688;26.4025
-0.1030;-0.3964;9.8627;9.8712;26.4080
-0.1066;-0.3940;9.8723;9.8807;26.4138
-0.1090;-0.3952;9.8699;9.8784;26.4195
-0.1102;-0.3976;9.8711;9.8797;26.4250
-0.1162;-0.3928;9.8675;9.8760;26.4305
-0.1138;-0.3940;9.8639;9.8724;26.4360
-0.1114;-0.3928;9.8711;9.8795;26.4415
-0.1042;-0.3964;9.8651;9.8736;26.4473
-0.1054;-0.3988;9.8543;9.8629;26.4528
-0.1066;-0.3964;9.8603;9.8688;26.4583
-0.1066;-0.3988;9.8567;9.8653;26.4639
-0.1066;-0.3988;9.8579;9.8665;26.4694
-0.1042;-0.3988;9.8603;9.8689;26.4749
-0.1042;-0.3988;9.8543;9.8629;26.4804
-0.1006;-0.3988;9.8531;9.8617;26.4860
-0.1018;-0.3988;9.8459;9.8545;26.4915
-0.1042;-0.4012;9.8447;9.8534;26.4973
-0.1030;-0.4000;9.8459;9.8546;26.5029
-0.1018;-0.4012;9.8543;9.8630;26.5085
-0.0970;-0.3988;9.8507;9.8593;26.5142
-0.0994;-0.4036;9.8543;9.8631;26.5198
-0.1006;-0.4000;9.8495;9.8581;26.5253
-0.1018;-0.4012;9.8531;9.8618;26.5361
-0.1018;-0.4024;9.8471;9.8559;26.5416
-0.1042;-0.4024;9.8483;9.8571;26.5472
-0.1018;-0.4000;9.8555;9.8641;26.5527
-0.0994;-0.3976;9.8555;9.8640;26.5582
-0.0994;-0.3976;9.8423;9.8509;26.5637
-0.0958;-0.3976;9.8447;9.8532;26.5693
-0.0970;-0.3964;9.8459;9.8544;26.5748
-0.0958;-0.3952;9.8495;9.8579;26.5803
-0.0946;-0.3988;9.8531;9.8616;26.5858
-0.0958;-0.3988;9.8531;9.8616;26.5913
-0.0946;-0.4012;9.8567;9.8653;26.5974
-0.0922;-0.4048;9.8507;9.8595;26.6030
-0.0922;-0.4072;9.8459;9.8548;26.6085
-0.0982;-0.4060;9.8459;9.8548;26.6142
-0.0982;-0.4036;9.8459;9.8547;26.6199
-0.0982;-0.4048;9.8423;9.8511;26.6254
-0.0994;-0.4012;9.8435;9.8522;26.6309
-0.1006;-0.4036;9.8435;9.8523;26.6364
-0.1018;-0.4024;9.8423;9.8511;26.6420
-0.1030;-0.4000;9.8471;9.8558;26.6475
-0.1006;-0.3988;9.8483;9.8569;26.6531
-0.1006;-0.3988;9.8531;9.8617;26.6586
-0.1066;-0.4024;9.8567;9.8655;26.6642
-0.1138;-0.4036;9.8591;9.8680;26.6698
-0.1090;-0.4012;9.8591;9.8679;26.6753
-0.1078;-0.4012;9.8507;9.8595;26.6808
-0.1042;-0.4000;9.8483;9.8570;26.6863
-0.1066;-0.4024;9.8591;9.8679;26.6919
-0.1018;-0.4012;9.8627;9.8714;26.6979
-0.0970;-0.4012;9.8639;9.8725;26.7036
-0.0946;-0.3916;9.8627;9.8709;26.7122
-0.0982;-0.3916;9.8579;9.8662;26.7184
-0.1018;-0.3916;9.8603;9.8686;26.7241
-0.0982;-0.3928;9.8639;9.8722;26.7297
-0.0982;-0.3964;9.8639;9.8723;26.7352
-0.0982;-0.3952;9.8651;9.8735;26.7407
-0.1006;-0.3952;9.8639;9.8723;26.7462
-0.1054;-0.3916;9.8603;9.8686;26.7521
-0.1066;-0.3928;9.8579;9.8663;26.7576
-0.1078;-0.3952;9.8603;9.8688;26.7631
-0.1066;-0.3976;9.8531;9.8617;26.7688
-0.1018;-0.3988;9.8507;9.8593;26.7743
-0.1018;-0.4000;9.8495;9.8582;26.7799
-0.1018;-0.3976;9.8507;9.8593;26.7855
-0.0994;-0.4012;9.8531;9.8618;26.7910
-0.0994;-0.4000;9.8519;9.8605;26.7965
-0.0958;-0.3976;9.8543;9.8628;26.8025
-0.0958;-0.4000;9.8531;9.8617;26.8081
-0.0958;-0.4012;9.8519;9.8605;26.8136
-0.0958;-0.4012;9.8579;9.8665;26.8194
-0.0970;-0.4012;9.8639;9.8725;26.8250
-0.0982;-0.3964;9.8639;9.8723;26.8305
-0.0982;-0.3952;9.8615;9.8699;26.8360
-0.1006;-0.3940;9.8579;9.8663;26.8416
-0.1018;-0.3916;9.8543;9.8626;26.8472
-0.1006;-0.3916;9.8495;9.8578;26.8531
-0.1102;-0.3892;9.8579;9.8662;26.8587
-0.1102;-0.3880;9.8567;9.8650;26.8642
-0.1126;-0.3916;9.8543;9.8627;26.8698
-0.1126;-0.3964;9.8543;9.8629;26.8753
-0.1102;-0.3940;9.8519;9.8604;26.8809
-0.1078;-0.3952;9.8555;9.8640;26.8865
-0.1030;-0.3952;9.8543;9.8628;26.8922
-0.1018;-0.3940;9.8699;9.8783;26.8979
-0.1054;-0.3940;9.8627;9.8711;26.9038
-0.1066;-0.3952;9.8603;9.8688;26.9094
-0.1066;-0.3952;9.8543;9.8628;26.9149
-0.1066;-0.3988;9.8531;9.8618;26.9209
-0.1078;-0.3964;9.8531;9.8617;26.9264
-0.1054;-0.3940;9.8519;9.8604;26.9321
-0.1042;-0.3928;9.8483;9.8567;26.9375
-0.1054;-0.3928;9.8471;9.8555;26.9431
-0.1078;-0.3988;9.8483;9.8570;26.9485
-0.1066;-0.3976;9.8435;9.8521;26.9543
-0.1126;-0.4000;9.8411;9.8499;26.9599
-0.1126;-0.4012;9.8435;9.8523;26.9654
-0.1114;-0.4024;9.8507;9.8596;26.9710
-0.1102;-0.3940;9.8579;9.8664;26.9765
-0.1054;-0.3940;9.8555;9.8639;26.9823
-0.1078;-0.3988;9.8543;9.8630;26.9878
-0.1090;-0.4048;9.8543;9.8632;26.9933
-0.1102;-0.4072;9.8531;9.8621;26.9991
-0.1090;-0.4072;9.8507;9.8597;27.0049
-0.1042;-0.4060;9.8507;9.8596;27.0105
-0.1042;-0.4036;9.8555;9.8643;27.0160
-0.1030;-0.4048;9.8555;9.8644;27.0221
-0.1030;-0.4024;9.8579;9.8666;27.0278
-0.1030;-0.4048;9.8591;9.8679;27.0333
-0.1030;-0.4060;9.8615;9.8704;27.0389
-0.1042;-0.4024;9.8603;9.8691;27.0445
-0.1054;-0.3964;9.8519;9.8604;27.0500
-0.1054;-0.3928;9.8483;9.8567;27.0557
-0.1054;-0.3928;9.8471;9.8555;27.0613
-0.1078;-0.3928;9.8507;9.8591;27.0669
-0.1042;-0.3916;9.8579;9.8662;27.0724
-0.1030;-0.3976;9.8591;9.8676;27.0779
-0.1042;-0.4012;9.8567;9.8654;27.0836
-0.1066;-0.4036;9.8567;9.8655;27.0891
-0.1054;-0.4000;9.8483;9.8570;27.0946
-0.1006;-0.3988;9.8555;9.8641;27.1003
-0.0982;-0.4000;9.8531;9.8617;27.1061
-0.1006;-0.3988;9.8519;9.8605;27.1117
-0.0982;-0.4036;9.8435;9.8523;27.1172
-0.0970;-0.4012;9.8375;9.8462;27.1230
-0.0982;-0.3964;9.8375;9.8460;27.1285
-0.0970;-0.4000;9.8387;9.8473;27.1340
-0.0982;-0.3976;9.8459;9.8544;27.1396
-0.0982;-0.3988;9.8423;9.8509;27.1451
-0.1018;-0.3976;9.8411;9.8497;27.1506
-0.0982;-0.3988;9.8447;9.8533;27.1564
-0.1006;-0.3916;9.8399;9.8482;27.1621
-0.0994;-0.3916;9.8423;9.8506;27.1676
-0.1042;-0.3976;9.8447;9.8533;27.1732
-0.1090;-0.3964;9.8519;9.8605;27.1788
-0.1114;-0.3940;9.8579;9.8664;27.1843
-0.1102;-0.3892;9.8603;9.8686;27.1899
-0.1102;-0.3892;9.8639;9.8722;27.1954
-0.1066;-0.3856;9.8627;9.8708;27.2011
-0.1114;-0.3892;9.8651;9.8734;27.2069
-0.1102;-0.3916;9.8579;9.8663;27.2125
-0.1054;-0.3940;9.8579;9.8663;27.2180
-0.0994;-0.3952;9.8543;9.8627;27.2238
-0.0970;-0.4012;9.8531;9.8618;27.2294
-0.1018;-0.4024;9.8591;9.8678;27.2349
-0.1030;-0.4072;9.8579;9.8668;27.2404
-0.1030;-0.4131;9.8591;9.8683;27.2459
-0.1006;-0.4119;9.8591;9.8682;27.2514
-0.0970;-0.4084;9.8639;9.8728;27.2573
-0.0970;-0.4048;9.8699;9.8786;27.2628
-0.0994;-0.4036;9.8687;9.8774;27.2683
-0.1006;-0.4036;9.8651;9.8738;27.2739
-0.0994;-0.4012;9.8639;9.8725;27.2795
-0.1018;-0.3988;9.8651;9.8737;27.2852
-0.0970;-0.4048;9.8603;9.8691;27.2908
-0.0970;-0.4000;9.8603;9.8689;27.2963
-0.1006;-0.3964;9.8603;9.8688;27.3018
-0.1042;-0.3964;9.8603;9.8688;27.3076
-0.1054;-0.3976;9.8543;9.8629;27.3132
-0.1066;-0.4024;9.8507;9.8595;27.3189
-0.1090;-0.4024;9.8531;9.8619;27.3247
-0.1090;-0.4024;9.8519;9.8607;27.3303
-0.1066;-0.4024;9.8471;9.8559;27.3362
-0.1042;-0.3988;9.8459;9.8545;27.3423
-0.1090;-0.3976;9.8375;9.8462;27.3480
-0.1054;-0.3988;9.8387;9.8474;27.3535
-0.1066;-0.3988;9.8316;9.8402;27.3595
-0.1030;-0.3976;9.8316;9.8401;27.3656
-0.1018;-0.3964;9.8375;9.8461;27.3719
-0.1018;-0.3988;9.8363;9.8450;27.3781
-0.1018;-0.4012;9.8411;9.8498;27.3839
-0.1006;-0.4060;9.8423;9.8512;27.3895
-0.0982;-0.4048;9.8363;9.8452;27.3951
-0.0910;-0.4036;9.8459;9.8546;27.4008
-0.0874;-0.3988;9.8495;9.8580;27.4071
-0.0898;-0.3940;9.8567;9.8650;27.4130
-0.0898;-0.3964;9.8543;9.8627;27.4191
-0.0874;-0.3964;9.8519;9.8603;27.4251
-0.0910;-0.3952;9.8495;9.8579;27.4315
-0.0958;-0.3928;9.8567;9.8650;27.4371
-0.0970;-0.3940;9.8555;9.8639;27.4428
-0.0922;-0.4000;9.8531;9.8617;27.4492
-0.0970;-0.3964;9.8519;9.8604;27.4550
-0.0970;-0.4012;9.8495;9.8582;27.4610
-0.0994;-0.4000;9.8507;9.8593;27.4673
-0.1042;-0.3988;9.8555;9.8641;27.4732
-0.1078;-0.3964;9.8615;9.8700;27.4794
-0.1030;-0.3952;9.8579;9.8664;27.4859
-0.1066;-0.3940;9.8579;9.8663;27.4918
-0.1018;-0.3916;9.8543;9.8626;27.4976
-0.1042;-0.3964;9.8543;9.8628;27.5038
-0.1078;-0.4012;9.8543;9.8631;27.5095
-0.1090;-0.4024;9.8567;9.8655;27.5157
-0.1162;-0.4072;9.8555;9.8646;27.5217
-0.1150;-0.4095;9.8543;9.8635;27.5275
-0.1162;-0.4095;9.8495;9.8587;27.5335
-0.1150;-0.4095;9.8435;9.8527;27.5395
-0.1126;-0.4072;9.8483;9.8574;27.5451
-0.1114;-0.4060;9.8495;9.8585;27.5510
-0.1090;-0.4060;9.8399;9.8489;27.5584
-0.1066;-0.4036;9.8435;9.8524;27.5641
-0.1114;-0.4036;9.8459;9.8548;27.5725
-0.1030;-0.4012;9.8483;9.8570;27.5783
-0.1030;-0.3988;9.8519;9.8605;27.5842
-0.1018;-0.3952;9.8507;9.8592;27.5898
-0.1054;-0.4012;9.8531;9.8618;27.5957
-0.1042;-0.4012;9.8447;9.8534;27.6016
-0.1018;-0.3964;9.8483;9.8568;27.6075
-0.1030;-0.3988;9.8471;9.8557;27.6135
-0.1006;-0.4000;9.8495;9.8581;27.6196
-0.0982;-0.3988;9.8567;9.8653;27.6276
-0.0982;-0.3976;9.8495;9.8580;27.6332
-0.1018;-0.3916;9.8519;9.8602;27.6395
-0.0994;-0.3940;9.8519;9.8603;27.6451
-0.0970;-0.3916;9.8483;9.8566;27.6512
-0.0994;-0.3928;9.8459;9.8543;27.6571
-0.0994;-0.3964;9.8483;9.8568;27.6627
-0.1006;-0.3928;9.8471;9.8555;27.6687
-0.1018;-0.3952;9.8495;9.8580;27.6745
-0.1006;-0.3928;9.8507;9.8591;27.6803
-0.1042;-0.3904;9.8471;9.8554;27.6862
-0.1054;-0.3904;9.8507;9.8590;27.6921
-0.1090;-0.3880;9.8507;9.8590;27.6982
-0.1078;-0.3904;9.8543;9.8626;27.7039
-0.1054;-0.3904;9.8567;9.8650;27.7095
-0.1030;-0.3904;9.8531;9.8614;27.7209
-0.1018;-0.3856;9.8519;9.8600;27.7272
-0.0994;-0.3916;9.8555;9.8638;27.7329
-0.0982;-0.3916;9.8519;9.8602;27.7385
-0.0970;-0.3952;9.8495;9.8579;27.7440
-0.1018;-0.3952;9.8531;9.8616;27.7495
-0.1018;-0.3964;9.8507;9.8592;27.7550
-0.1006;-0.3964;9.8519;9.8604;27.7606
-0.1054;-0.3976;9.8531;9.8617;27.7662
-0.1090;-0.3964;9.8543;9.8629;27.7718
-0.1042;-0.3928;9.8531;9.8615;27.7774
-0.1054;-0.3964;9.8531;9.8616;27.7831
-0.1054;-0.3964;9.8447;9.8533;27.7888
-0.1030;-0.4000;9.8495;9.8582;27.7943
-0.1042;-0.3976;9.8519;9.8605;27.7999
-0.1006;-0.3988;9.8507;9.8593;27.8055
-0.0982;-0.3988;9.8447;9.8533;27.8111
-0.0970;-0.4048;9.8495;9.8583;27.8167
-0.0982;-0.4072;9.8531;9.8620;27.8222
-0.0970;-0.4048;9.8531;9.8619;27.8279
-0.0934;-0.4036;9.8495;9.8582;27.8336
-0.0982;-0.4012;9.8531;9.8618;27.8392
-0.1006;-0.3988;9.8423;9.8509;27.8447
-0.1066;-0.3976;9.8447;9.8533;27.8503
-0.1042;-0.3964;9.8447;9.8533;27.8558
-0.1054;-0.3988;9.8459;9.8546;27.8613
-0.1090;-0.4024;9.8483;9.8571;27.8668
-0.1114;-0.4012;9.8495;9.8583;27.8723
-0.1114;-0.4024;9.8507;9.8596;27.8780
-0.1102;-0.3964;9.8471;9.8557;27.8836
-0.1090;-0.3988;9.8435;9.8522;27.8892
-0.1102;-0.3976;9.8459;9.8546;27.8948
-0.1078;-0.3988;9.8423;9.8510;27.9003
-0.1150;-0.3976;9.8447;9.8534;27.9058
-0.1198;-0.3940;9.8471;9.8557;27.9114
-0.1138;-0.3952;9.8507;9.8593;27.9170
-0.1114;-0.3976;9.8531;9.8618;27.9225
-0.1066;-0.3964;9.8507;9.8593;27.9282
-0.1006;-0.4000;9.8519;9.8605;27.9339
-0.0982;-0.4024;9.8519;9.8606;27.9395
-0.0982;-0.4012;9.8483;9.8570;27.9450
-0.1018;-0.3964;9.8531;9.8616;27.9506
-0.1030;-0.3940;9.8579;9.8663;27.9561
-0.1054;-0.3940;9.8555;9.8639;27.9616
-0.1054;-0.3952;9.8555;9.8640;27.9671
-0.1042;-0.3964;9.8531;9.8616;27.9727
-0.1042;-0.3976;9.8591;9.8677;27.9783
-0.1006;-0.3976;9.8615;9.8700;27.9839
-0.1042;-0.3940;9.8579;9.8663;27.9895
-0.1054;-0.3928;9.8531;9.8615;27.9950
-0.1054;-0.3976;9.8471;9.8557;28.0006
-0.1066;-0.3964;9.8423;9.8509;28.0062
-0.1042;-0.3976;9.8411;9.8497;28.0117
-0.1042;-0.4000;9.8483;9.8570;28.0173
-0.1090;-0.4012;9.8447;9.8535;28.0236
-0.1114;-0.3988;9.8423;9.8510;28.0310
-0.1066;-0.4012;9.8459;9.8547;28.0366
-0.1054;-0.4060;9.8483;9.8572;28.0423
-0.1006;-0.4060;9.8555;9.8644;28.0478
-0.0970;-0.4072;9.8483;9.8572;28.0534
-0.0994;-0.4084;9.8435;9.8525;28.0589
-0.0970;-0.4048;9.8471;9.8559;28.0645
-0.0994;-0.4012;9.8507;9.8594;28.0700
-0.0982;-0.4095;9.8603;9.8693;28.0756
-0.1066;-0.4107;9.8627;9.8718;28.0813
-0.1066;-0.4084;9.8579;9.8669;28.0869
-0.1078;-0.4060;9.8555;9.8645;28.0925
-0.1102;-0.4036;9.8519;9.8608;28.0983
-0.1054;-0.4060;9.8567;9.8656;28.1042
-0.1030;-0.4036;9.8591;9.8679;28.1103
-0.1042;-0.4036;9.8543;9.8631;28.1162
-0.1054;-0.4012;9.8567;9.8654;28.1220
-0.1030;-0.4012;9.8603;9.8690;28.1303
-0.1018;-0.4036;9.8615;9.8703;28.1365
-0.1018;-0.4060;9.8639;9.8728;28.1422
-0.1030;-0.4060;9.8543;9.8632;28.1480
-0.1018;-0.4060;9.8567;9.8656;28.1541
-0.0994;-0.4024;9.8615;9.8702;28.1600
-0.0970;-0.4024;9.8663;9.8750;28.1659
-0.1078;-0.3988;9.8735;9.8821;28.1715
-0.1054;-0.3988;9.8675;9.8761;28.1773
-0.1138;-0.3988;9.8627;9.8714;28.1836
-0.1078;-0.3988;9.8591;9.8677;28.1892
-0.1054;-0.4012;9.8531;9.8618;28.1950
-0.0994;-0.4060;9.8495;9.8584;28.2009
-0.1042;-0.4024;9.8555;9.8643;28.2120
-0.1006;-0.4012;9.8531;9.8618;28.2180
-0.1042;-0.4000;9.8531;9.8618;28.2237
-0.1090;-0.3976;9.8423;9.8510;28.2313
-0.1102;-0.3976;9.8375;9.8462;28.2370
-0.1102;-0.3976;9.8411;9.8498;28.2426
-0.1030;-0.3976;9.8447;9.8533;28.2482
-0.0994;-0.3928;9.8471;9.8555;28.2537
-0.1006;-0.3976;9.8471;9.8557;28.2593
-0.1066;-0.3988;9.8483;9.8570;28.2648
-0.1078;-0.4024;9.8543;9.8631;28.2703
-0.1090;-0.3976;9.8615;9.8701;28.2758
-0.1042;-0.3976;9.8579;9.8665;28.2816
-0.1030;-0.4060;9.8567;9.8656;28.2872
-0.1018;-0.4024;9.8567;9.8654;28.2928
-0.1042;-0.4012;9.8495;9.8582;28.2983
-0.1042;-0.3988;9.8435;9.8522;28.3039
-0.1042;-0.4012;9.8471;9.8558;28.3095
-0.1042;-0.4012;9.8495;9.8582;28.3151
-0.1054;-0.4024;9.8495;9.8583;28.3207
-0.1030;-0.4072;9.8507;9.8597;28.3262
-0.1018;-0.4000;9.8411;9.8498;28.3333
-0.1018;-0.4000;9.8435;9.8522;28.3392
-0.1054;-0.4024;9.8519;9.8607;28.3449
-0.1030;-0.4036;9.8459;9.8547;28.3505
-0.1042;-0.4072;9.8507;9.8597;28.3560
-0.1006;-0.4072;9.8603;9.8692;28.3615
-0.0982;-0.4072;9.8567;9.8656;28.3670
-0.1006;-0.4036;9.8519;9.8607;28.3725
-0.1006;-0.4000;9.8471;9.8558;28.3780
-0.0970;-0.4024;9.8483;9.8570;28.3838
-0.0910;-0.4000;9.8471;9.8557;28.3894
-0.0910;-0.3940;9.8471;9.8554;28.3949
-0.0934;-0.3952;9.8459;9.8543;28.4006
-0.0946;-0.3964;9.8483;9.8567;28.4062
-0.1006;-0.3952;9.8435;9.8520;28.4118
-0.1042;-0.3916;9.8399;9.8483;28.4173
-0.0994;-0.3928;9.8363;9.8447;28.4229
-0.0994;-0.3952;9.8447;9.8532;28.4284
-0.1006;-0.3964;9.8399;9.8484;28.4342
-0.1030;-0.4012;9.8363;9.8451;28.4398
-0.1042;-0.4048;9.8351;9.8440;28.4454
-0.1054;-0.4060;9.8351;9.8441;28.4510
-0.1042;-0.4036;9.8351;9.8440;28.4565
-0.1054;-0.4072;9.8328;9.8417;28.4621
-0.1054;-0.4060;9.8411;9.8501;28.4676
-0.1006;-0.4048;9.8363;9.8452;28.4731
-0.1006;-0.4072;9.8340;9.8429;28.4786
-0.1018;-0.4072;9.8340;9.8429;28.4843
-0.1018;-0.4048;9.8340;9.8428;28.4900
